,ID_TRAMO,total_samples,min_diff,max_diff,mean_diff,median_diff,std_diff,significant_deviations,deviation_rate
0,1,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
1,2,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
2,3,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
3,4,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
4,5,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
5,6,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
6,7,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
7,8,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
8,9,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
9,10,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
10,11,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
11,12,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
12,13,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
13,14,379,4.85,5.116666666666666,5.0,5.0,0.032368883333333334,0,0.0
14,15,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
15,16,380,4.85,5.116666666666666,5.0,5.0,0.03232605,0,0.0
